county,precinct,number_active_voters_2024,votesBiden_2020,votesJorgensen_2020,votesTrump_2020,average_voter_age,average_voter_income,average_voter_turnout_2022,average_voter_turnout_2020,average_voter_female,average_voter_reg_democrat,average_voter_reg_republican,average_voter_hispanic,average_voter_afam,deb_fischer,dan_osborn,senate_totals,harris_walz,trump_vance,chaseoliver,cornelwest,jillstein,potus_totals
"STANTON","UNION CREEK",101,2,9,50,56.6535,71566.611,.7227723,.84158415,.4851485,.1386139,.6534653,.019802,0,79,20,99,20,80,1,0,0,101
"THAYER","DESHLER",579,6,127,379,55.7945,71493.093,.62521589,.77547497,.5094991,.1381693,.6908463,.0276339,0,320,176,496,116,369,3,0,2,490
"THOMAS","THOMAS",457,5,45,377,56.0591,74648.979,.67396063,.82713348,.5054705,.0743982,.8140044,.0153173,0,300,81,381,44,348,1,0,0,393
"THURSTON","ANDERSON/BLACKBIRD",528,1,239,32,47.2936,51833.424,.20643939,.44128788,.530303,.7215909,.094697,.030303,.0037879,26,163,189,187,19,0,1,0,207
"THURSTON","BRYAN",872,0,6,44,56.844,88562.4,.63761467,.7809633,.5286697,.2488532,.6490825,.021789,0,480,251,731,140,597,2,1,1,741
"THURSTON","DAWES",195,1,39,102,52.5795,62379.426,.42051283,.5794872,.4717949,.3384615,.4615385,.0564103,0,61,58,119,31,89,0,0,0,120
"THURSTON","FLOURNOY/MERRY",341,2,25,142,55.1906,73624.637,.50733137,.75366569,.483871,.2756598,.5777126,.0175953,0,163,117,280,67,213,1,0,0,281
"THURSTON","OMAHA",485,6,186,140,50.5134,58714.477,.31958762,.55876291,.5195876,.4886598,.3319588,.0597938,0,130,142,272,149,140,2,1,1,293
"THURSTON","WINNEBAGO",833,4,444,63,46.7911,55495.603,.22929172,.50780314,.5810324,.6254502,.0996399,.0816327,.0072029,74,313,387,345,59,3,5,2,414
"VALLEY","PRECINCT 1",412,4,46,300,54.6893,80332.104,.67961162,.80825245,.4951456,.118932,.7791262,0,0,277,82,359,45,313,3,0,0,361
"VALLEY","PRECINCT 2",388,4,71,238,58.6985,54413.096,.61855668,.74226803,.5128866,.1804124,.7087629,.0206186,.0025773,214,91,305,65,237,2,2,1,307
"VALLEY","PRECINCT 3",366,5,74,280,54.7514,78560.975,.6939891,.82240438,.5027322,.1448087,.7131147,.0081967,0,222,92,314,61,248,1,1,1,312
"VALLEY","PRECINCT 5",423,3,53,263,56.1206,74421.956,.67375886,.80614656,.4704492,.1229314,.7777778,.0141844,0,246,90,336,54,294,0,1,1,350
"VALLEY","PRECINCT 6",334,4,47,236,54.3293,56031.458,.63772458,.73353291,.5089821,.1616766,.6796407,.005988,0,203,79,282,52,231,0,1,2,286
"VALLEY","PRECINCT 7",419,3,48,282,53.3914,81051.63,.59427208,.78520286,.4797136,.1145585,.7804296,.0167064,.0047733,261,96,357,57,298,4,0,0,359
"WASHINGTON","ARBOR",946,16,226,494,53.6483,91860.004,.60993659,.77061313,.5465117,.1733615,.5961945,.0116279,0,494,337,831,270,553,9,3,1,836
"WASHINGTON","DANA",991,27,288,565,50.7911,102992.17,.6559031,.80020183,.5166498,.1967709,.5832493,.0181635,0,528,381,909,321,591,9,1,1,923
"WASHINGTON","DESOTO",889,13,186,446,52.1957,122104.34,.62542182,.82677168,.4758155,.1811024,.6141732,.0303712,0,493,284,777,231,558,6,2,2,799
"WASHINGTON","FONTANELLE",1046,15,119,531,53.9665,108701.69,.63097513,.83938813,.4847036,.1204589,.7246654,.0143403,0,691,230,921,151,755,6,0,1,913
"WASHINGTON","FT CALHOUN EAST",994,23,300,552,53.4556,102736.08,.57344067,.80885309,.5080483,.2132797,.5201207,.0110664,.001006,484,370,854,278,576,9,4,0,867
"WASHINGTON","KENNARD",1537,13,184,651,51.0846,120402.43,.60377359,.81717634,.5035784,.1613533,.6395576,.0104099,0,890,441,1331,335,994,6,1,4,1340
"WASHINGTON","NORTHVIEW",1064,25,295,618,52.812,86101.153,.57424814,.7368421,.5169173,.2067669,.5469925,.0253759,0,520,374,894,289,610,3,6,3,911
"WASHINGTON","SKYLINE",1150,22,280,509,52.3791,90035.313,.58782607,.77391303,.4956522,.1991304,.5504348,.02,0,550,441,991,339,654,7,9,3,1012
"WASHINGTON","WASHINGTON",620,9,119,375,53.0242,112859.87,.62903225,.81612903,.4967742,.1564516,.6370968,.0225806,0,398,158,556,130,422,3,1,0,556
"WAYNE","BRENNA/PLUM CREEK/HUNTER",414,10,71,307,54.9541,80826.484,.71256042,.86473429,.4613526,.115942,.7584541,.0024155,0,270,98,368,66,302,0,2,2,372
"WAYNE","CHAPIN/HANCOCK/WINSIDE",506,6,56,390,52.5415,71768.897,.68972331,.81027669,.4664032,.0928854,.7786561,.013834,0,317,113,430,60,372,2,3,1,438
"WAYNE","DEER CREEK/SHERMAN",325,12,30,234,52.4031,76795.686,.66153848,.7846154,.4953846,.0769231,.7969231,.0061538,0,204,70,274,29,246,1,0,2,278
"WAYNE","FIRST WARD",537,22,171,298,46.9646,66170.034,.53072625,.72625697,.4990689,.2085661,.556797,.0782123,.0055866,222,227,449,146,290,6,4,3,449
"WAYNE","FOURTH WARD",814,31,230,411,49.387,78723.458,.57248157,.7285012,.504914,.2223587,.5700245,.027027,.002457,333,340,673,237,431,5,3,0,676
"WAYNE","HOSKINS/GARFIELD",503,5,37,408,52.2982,82934.824,.64413518,.79324055,.500994,.0815109,.7475149,.0119284,0,352,93,445,42,402,4,0,0,448
"WAYNE","LOGAN/LESLIE",310,6,64,211,51.7581,82793.198,.67096776,.80645162,.5064516,.1709677,.6290323,.0709677,0,186,96,282,60,214,5,0,1,280
"WAYNE","SECOND WARD",482,10,132,273,57.1559,99761.18,.65560168,.79875517,.533195,.1825726,.6431535,.0248963,.0041494,277,172,449,148,294,3,0,0,445
"WAYNE","STRAHAN/WILBUR",311,9,35,260,56.6559,94675.089,.7620579,.87459809,.5016077,.0836013,.7974277,.0128617,.0064309,212,58,270,44,231,0,1,1,277
"WAYNE","THIRD WARD",506,12,196,263,49.6304,84178.915,.58102769,.76482213,.527668,.2470356,.5533597,.0355731,.0039526,215,202,417,174,229,4,2,1,410
"WEBSTER","BLADEN",277,4,39,198,53.7509,73565.216,.566787,.79783392,.5126354,.1588448,.6895307,.0180505,0,176,50,226,41,187,2,0,1,231
"WEBSTER","BLUE HILL",667,13,115,447,52.7091,76637.914,.57871062,.77361321,.5007496,.1364318,.6956522,.011994,0,390,145,535,90,452,1,1,1,545
"WEBSTER","GUIDE ROCK",265,2,28,231,57.3774,68512.963,.68679243,.84150946,.4830189,.1320755,.7509434,.0150943,0,186,48,234,28,211,2,0,0,241
"WEBSTER","RED CLOUD 1ST",375,3,65,255,56.4773,59951.562,.58666664,.70933336,.528,.1546667,.6746666,.024,0,211,81,292,62,237,0,1,0,300
"WEBSTER","RED CLOUD 2ND",520,8,87,374,57.2481,67734.325,.63269234,.78846157,.5,.1365385,.7076923,.0211538,0,321,124,445,75,361,4,3,2,445
"YORK","BROWN-HENDERSON",1016,5,165,753,56.2805,100028.78,.68897641,.82874018,.5049213,.1043307,.7549213,.0098425,0,710,195,905,160,745,3,3,2,913
"YORK","HAYS-MCFADDEN",565,6,83,381,50.9699,99698.525,.5893805,.76283187,.4884956,.1362832,.699115,.0176991,0,331,144,475,90,388,2,1,1,482
"YORK","LEROY-BAKER",372,11,49,260,54.1398,103131.01,.61290324,.77688169,.4731183,.1075269,.7311828,.0241935,0,228,89,317,53,261,5,1,1,321
"YORK","MABL",756,9,128,540,55.9921,88398.296,.61507934,.81349206,.468254,.1335979,.7486773,.0171958,0,465,204,669,139,521,2,0,0,662
"YORK","NEW YORK-WACO-BEAVER-WEST BLUE",662,11,105,487,55.5453,108591.62,.62688822,.80815709,.4879154,.1117825,.7628399,.0090634,0,407,153,560,94,464,3,2,2,565
"YORK","STEWART-THAYER",391,5,76,285,56.0332,102839.8,.61636829,.81329924,.4910486,.1508951,.6930946,.0025575,0,237,94,331,61,262,0,1,2,326
"YORK","WARD 1",708,21,143,445,55.5523,93313.094,.58615822,.76412427,.5466102,.1355932,.7090396,.0141243,.0014124,387,182,569,130,429,5,3,4,571
"YORK","WARD 2A",704,18,162,413,54.2131,66447.274,.48721591,.67045456,.5170454,.1803977,.5923296,.0454545,.0014205,328,257,585,181,401,6,4,1,593
"YORK","WARD 2B",693,25,155,407,49.9423,65807.021,.44588745,.70562768,.4862915,.1471861,.5988456,.040404,.002886,283,246,529,148,374,6,2,2,532
"YORK","WARD 3",610,13,154,317,53.4771,81145.121,.52950817,.70327866,.5032787,.1852459,.5983607,.0360656,.004918,277,213,490,163,326,0,0,1,490
"YORK","WARD 4A",925,27,215,566,54.2778,102819.52,.62702703,.78270268,.5135135,.1448649,.6886486,.0356757,.0032432,510,285,795,234,542,14,4,5,799
"YORK","WARD 4B",822,25,195,479,53.4251,83119.455,.59975672,.75669098,.5218978,.1520681,.6690997,.013382,0,426,256,682,184,484,9,3,2,682
