name,party,state,incumbent_challenge_full,raised,spent
"CRAMER, KEVIN MR.",REP,ND,Incumbent,"$1,408,240.58 ","$1,033,730.28 "
"GOETTLE, SHANE CHRISTOPHER",REP,ND,Open seat,$0 ,"$1,813.00 "
"KOPPELMAN, KIM A",REP,ND,Open seat,$109.00 ,"$1,888.10 "
"GRANDE, BETTE B",REP,ND,Open seat,$0 ,$0 
"SULLIVAN, MARK",DEM,NE,Challenger,$0 ,$0 
"CRAWFORD, DENNIS P",DEM,NE,Challenger,$594.00 ,"$1,101.00 "
"FREI, DANIEL EDWARD",REP,NE,Challenger,$0 ,$0 
"MAXWELL, CHIP",REP,NE,Challenger,"$111,770.97 ","$113,914.87 "
"BREWER, TOM",REP,NE,Challenger,$0 ,$0 
"BACON, DONALD",REP,NE,Challenger,"$1,607,044.10 ","$1,579,008.03 "
"HEINEMAN, LISA ANN MRS.",IND,NE,Challenger,$0 ,$0 
"TERRY, LEE",REP,NE,Challenger,"$15,751.20 ","$50,598.20 "
"ODOM, JERRY ALAN",REP,NE,Challenger,$0 ,$0 
"EWING, JOHN W JR",DEM,NE,Challenger,$0 ,$0 
"VAUGHN, JOSEPH CHARLES",OTH,NE,Challenger,$0 ,$0 
"AUPPENLE, MARK A",DEM,NE,Challenger,$0 ,$0 
"PARKER, DENNIS L",REP,NE,Challenger,$0 ,$0 
"CARTER, RICHARD",DEM,NE,Challenger,$0 ,$0 
"LARSON, ROBERT CHARLES",DEM,NE,Challenger,$0 ,$0 
"FORTENBERRY, JEFFREY L. HONORABLE",REP,NE,Incumbent,"$802,661.38 ","$375,031.73 "
"ASHFORD, BRAD",DEM,NE,Incumbent,"$2,512,188.38 ","$2,526,950.05 "
"SMITH, ADRIAN",REP,NE,Incumbent,"$1,165,784.51 ","$773,856.83 "
"ASHOOH, RICHARD E",REP,NH,Challenger,"$318,115.22 ","$318,973.17 "
"BASS, CHARLES F.",REP,NH,Challenger,$0 ,"$19,339.28 "
"SWETT, KATRINA",DEM,NH,Challenger,$32.48 ,"$53,307.23 "
"MAHONEY, SEAN",REP,NH,Challenger,$0 ,$0 
"INNIS, DANIEL E",REP,NH,Challenger,"$219,852.32 ","$221,150.11 "
"LAMBERT, GARY",REP,NH,Challenger,$5.00 ,$0 
"GARCIA, MARILINDA",REP,NH,Challenger,"$2,671.77 ","$5,483.68 "
"SHEA-PORTER, CAROL",DEM,NH,Challenger,"$1,537,929.58 ","$1,554,745.36 "
"O'CONNOR, SHAWN PATRICK PATRICK",IND,NH,Challenger,"$2,031,306.36 ","$2,022,443.42 "
"GRADERT, JAMIESON HALE",REP,NH,Challenger,$190.00 ,$179.82 
"TUCKER, PAMELA Z",REP,NH,Challenger,"$100,710.55 ","$100,120.26 "
"FLANAGAN, JACK",REP,NH,Challenger,"$60,575.50 ","$60,575.50 "
"MANNINO, LEN",REP,NH,Challenger,$0 ,$0 
"LAWRENCE, JIM",REP,NH,Challenger,"$105,442.61 ","$104,872.73 "
"BRADLEY, JOSEPH E. MR. III",REP,NH,Challenger,$0 ,$0 
"BEARSE, PETER JAMES",REP,NH,Challenger,$0 ,$0 
"DOWDELL, JOANNE",DEM,NH,Challenger,$0 ,$0 
"LAMARE, DENNIS",REP,NH,Challenger,$0 ,$0 
"HODGKINS, JOSEF VERNON",DEM,NH,Challenger,$0 ,$0 
"GUINTA, FRANK",REP,NH,Incumbent,"$1,540,561.73 ","$1,545,515.37 "
"KUSTER, ANN MCLANE",DEM,NH,Incumbent,"$3,221,019.51 ","$2,182,810.77 "
"HORN, JENNIFER",REP,NH,Open seat,$0 ,$0 
"ANDREWS, ROBERT E. MR.",DEM,NJ,Challenger,"$1,336.59 ","$42,041.88 "
"RUNYAN, JON",REP,NJ,Challenger,$7.92 ,"$4,075.58 "
"LITTLE, ANNA C",REP,NJ,Challenger,$0 ,$0 
"PAYNE, DONAL M.",DEM,NJ,Challenger,"$2,000.00 ","$167,088.80 "
"ASSAD, MIKE",REP,NJ,Challenger,$599.00 ,$599.00 
"ADLER, SHELLEY",DEM,NJ,Challenger,$0 ,"$8,056.18 "
"YOSRI, AKRAM",REP,NJ,Challenger,$0 ,$0 
"CINO, MICHAEL J.",REP,NJ,Challenger,"$13,797.00 ","$13,543.00 "
"CHOI, JUN",DEM,NJ,Challenger,"$1,000.00 ","$53,777.36 "
"TOMASZEWSKI, SCOT JOHN",IND,NJ,Challenger,"$9,984.00 ","$36,034.00 "
"HUGHES, WILLIAM J JR",DEM,NJ,Challenger,"$1,000.00 ","$15,131.87 "
"COLE, DAVID HAGERTY",DEM,NJ,Challenger,"$127,884.19 ","$127,591.76 "
"LAVERGNE, FREDERICK JOHN",DEM,NJ,Challenger,$600.00 ,$0 
"SCOLAVINO, RUBEN M",DEM,NJ,Challenger,$0 ,$0 
"CHO, ROY",DEM,NJ,Challenger,"$7,746.57 ","$9,340.85 "
"WILKINSON, ANTHONY E",REP,NJ,Challenger,"$5,325.42 ","$6,419.89 "
"KOVACH, JANICE",DEM,NJ,Challenger,$0 ,"$1,039.87 "
"WILDES, MICHAEL",DEM,NJ,Challenger,"$43,733.85 ","$2,655.00 "
"PAUL, DIERDRE ",REP,NJ,Challenger,$0 ,"$2,443.09 "
"MONTILLA, NESTOR",OTH,NJ,Challenger,$0 ,$371.15 
"VAN GLAHN, RICHARD EDWARD",REP,NJ,Challenger,"$44,280.00 ","$44,229.00 "
"SPADEA, BILL",REP,NJ,Challenger,$0 ,$0 
"LAW, ALEXANDER",DEM,NJ,Challenger,"$81,517.98 ","$82,783.98 "
"PATTERSON, ROBERT W.",REP,NJ,Challenger,"$213,282.85 ","$209,797.03 "
"KEENAN, JAMES JR",NPA,NJ,Challenger,$502.48 ,$502.48 
"PHILLIPSON, LORNA",DEM,NJ,Challenger,"$160,233.65 ","$160,214.30 "
"GOTTHEIMER, JOSH",DEM,NJ,Challenger,"$4,799,702.17 ","$4,720,617.11 "
"SONNEK-SCHMELZ, BRENT J",REP,NJ,Challenger,"$75,784.40 ","$75,669.78 "
"COOK, YORK",REP,NJ,Challenger,"$6,415.00 ","$6,415.00 "
"JACOB, PETER MR.",DEM,NJ,Challenger,"$320,853.43 ","$305,973.52 "
"LARSEN, DAVID MR.",REP,NJ,Challenger,"$277,626.96 ","$191,257.16 "
"HEARD, CRAIG P.",REP,NJ,Challenger,"$30,739.90 ","$29,586.34 "
"DELGADO, ELOY JAVIER MR.",DEM,NJ,Challenger,"$14,645.49 ","$11,047.49 "
"CASTILLO, HECTOR DR.",REP,NJ,Challenger,"$99,778.60 ","$99,778.60 "
"MCFARLANE, RICHARD",DEM,NJ,Challenger,$741.03 ,$741.03 
"HOLT, RUSH D.",DEM,NJ,Challenger,"$5,037.87 ","$87,492.63 "
"WRIGHT, SHANNON",REP,NJ,Challenger,$0 ,$0 
"DESTEFANO, PETER M",OTH,NJ,Challenger,$0 ,$0 
"BOSS, JEFF",DEM,NJ,Challenger,$0 ,$0 
"CORSI, DAVID",REP,NJ,Challenger,$0 ,$0 
"BOYCE, PETER FRANK",CON,NJ,Challenger,$0 ,$0 
"GAWRON, JIM",LIB,NJ,Challenger,$0 ,$0 
"FERGUSON, MIKE",REP,NJ,Challenger,$0 ,$0 
"KERN, WILLIAM",LIB,NJ,Challenger,$0 ,$0 
"BIAMONTE, LINDA",REP,NJ,Challenger,$0 ,$0 
"RULLO, JOSEPH R",REP,NJ,Challenger,$0 ,$0 
"DYER, OMAR LAMONT",DEM,NJ,Challenger,$0 ,$0 
"TOUSSAINT, ROBERT LOUIS",DEM,NJ,Challenger,$0 ,$0 
"KAMAL, NIZAM",DEM,NJ,Challenger,$0 ,$0 
"BOWEN, DAVID W., SR.",OTH,NJ,Challenger,$0 ,$0 
"BENNETT, PATRICIA A",DEM,NJ,Challenger,$0 ,$0 
"MCGOWAN, TERRENCE",REP,NJ,Challenger,$0 ,$0 
"ARVANITES, JOHN",DEM,NJ,Challenger,$0 ,$0 
"SIANO, JOSEPH A",LIB,NJ,Challenger,$0 ,$0 
"CASTLE, JASON PAUL ",DEM,NJ,Challenger,$0 ,$0 
"LOBIONDO, FRANK A.",REP,NJ,Incumbent,"$1,598,321.69 ","$1,640,946.72 "
"FRELINGHUYSEN, RODNEY P.",REP,NJ,Incumbent,"$1,994,556.82 ","$1,672,002.44 "
"PAYNE, DONALD M., JR.",DEM,NJ,Incumbent,"$538,946.11 ","$494,593.99 "
"NORCROSS, DONALD W",DEM,NJ,Incumbent,"$2,431,549.03 ","$2,358,006.40 "
"MACARTHUR, THOMAS",REP,NJ,Incumbent,"$1,921,317.84 ","$1,918,372.99 "
"COLEMAN, BONNIE WATSON",DEM,NJ,Incumbent,"$1,102,180.85 ","$1,030,812.46 "
"PASCRELL, WILLIAM J. HON.",DEM,NJ,Incumbent,"$1,743,985.39 ","$1,370,693.18 "
"LANCE, LEONARD",REP,NJ,Incumbent,"$1,120,242.40 ","$1,278,475.07 "
"SIRES, ALBIO",DEM,NJ,Incumbent,"$635,397.21 ","$582,646.82 "
"PALLONE, FRANK JR",DEM,NJ,Incumbent,"$2,415,229.49 ","$1,879,868.25 "
"SMITH, CHRISTOPHER H",REP,NJ,Incumbent,"$728,767.64 ","$665,374.49 "
"GARRETT, SCOTT REP.",REP,NJ,Incumbent,"$2,469,908.66 ","$4,361,463.81 "
"KLEINHENDLER, HOWARD",DEM,NJ,Open seat,$0 ,$384.00 
"RICE, RONALD C",DEM,NJ,Open seat,$0 ,$55.00 
"BELGARD, AIMEE",DEM,NJ,Open seat,$0.02 ,"$11,315.27 "
"FANOUS, JACK",DEM,NJ,Open seat,$50.00 ,"$3,301.03 "
"GREENSTEIN, LINDA",DEM,NJ,Open seat,"$8,530.00 ","$8,400.00 "
"HSING, MICHAEL PAUL",IND,NJ,Open seat,$0 ,"$1,490.00 "
"LONEGAN, STEVEN",REP,NJ,Open seat,"$62,190.14 ","$63,618.13 "
"BROOMELL, FRANK CRAIG JR",DEM,NJ,Open seat,$0 ,$0 
"ISOLA, CHRIS",REP,NJ,Open seat,$0 ,$0 
"HARRIS, MATTHEW JOSEPH",DEM,NJ,Open seat,$0 ,$0 
"GUSTAFSON, CLAIRE H",REP,NJ,Open seat,$0 ,$0 
"ECK, ALIETA DR",REP,NJ,Open seat,$0 ,$0 
"MULLINS, THOMAS E",REP,NM,Challenger,$0 ,"$2,160.00 "
"SMITH, JOHN ARTHUR",DEM,NM,Challenger,"$5,000.00 ",$0 
"BYRD, JEFFERSON LEE",REP,NM,Challenger,$50.00 ,$944.53 
"FRESE, MICHAEL HARRY",REP,NM,Challenger,$100.20 ,"$12,683.90 "
"ENDEAN-SINGH, LESLIE",DEM,NM,Challenger,$0 ,"$28,541.11 "
"SOULES, MERRIE LEE MS.",DEM,NM,Challenger,"$405,438.89 ","$409,639.54 "
"ROMERO, MICHAEL H",REP,NM,Challenger,"$98,903.73 ","$98,904.39 "
"LUCERO, MICHAEL GLENN",REP,NM,Challenger,"$9,614.00 ","$5,853.49 "
"LARA, ROXANNE",DEM,NM,Challenger,$0 ,$0 
"CLOSSON, SEAN MICHAEL",DEM,NM,Challenger,$0 ,$0 
"HEINRICH, MARTIN",DEM,NM,Challenger,$0 ,$0 
"PEARCE, STEVAN E.",REP,NM,Incumbent,"$1,860,536.25 ","$975,999.40 "
"LUJAN GRISHAM, MICHELLE",DEM,NM,Incumbent,"$1,885,721.53 ","$2,038,669.08 "
"LUJAN, BEN R MR.",DEM,NM,Incumbent,"$2,108,972.55 ","$1,876,470.93 "
"PIDCOCK, ROBERT L",DEM,NM,Open seat,$10.89 ,"$3,577.00 "
"SMITH, GARY",REP,NM,Open seat,$0 ,$0 
"CALL, JASON",DEM,NM,Open seat,$0 ,$0 
"SOWARDS, GREGORY EDDIE",REP,NM,Open seat,$0 ,$0 
"WOLFE, JESSICA LYNN",DEM,NM,Open seat,$0 ,$0 
"KIHUEN, RUBEN",DEM,NV,Challenger,"$2,248,239.36 ","$2,238,399.73 "
"HORSFORD, STEVEN ALEXZANDER",DEM,NV,Challenger,"$4,501.79 ","$15,612.02 "
"PADILLA, JOSE",REP,NV,Challenger,"$5,000.00 ","$5,844.62 "
"ALM, VANCE STEVEN",DEM,NV,Challenger,"$10,791.45 ","$10,773.84 "
"KOHN, ERIN BILBRAY",DEM,NV,Challenger,$849.00 ,"$5,230.55 "
"INNIS, NIGER",REP,NV,Challenger,"$4,997.56 ","$5,047.55 "
"PERRY, MARY D",REP,NV,Challenger,"$31,504.87 ","$30,999.30 "
"HORNE, FREDDY A",REP,NV,Challenger,"$73,862.55 ","$73,862.55 "
"D'SILVA, REUBEN",NON,NV,Challenger,"$26,094.17 ","$24,780.89 "
"EVANS, HUGH D MR JR",DEM,NV,Challenger,"$209,819.06 ","$212,492.63 "
"SHEPHERD, RICK",DEM,NV,Challenger,"$8,754.29 ","$6,810.12 "
"FLORES, LUCY",DEM,NV,Challenger,"$1,124,150.45 ","$1,124,150.45 "
"LEE, SUSIE",DEM,NV,Challenger,"$1,651,680.38 ","$1,651,680.38 "
"OCEGUERA, JOHN",DEM,NV,Challenger,"$335,137.59 ","$335,137.59 "
"ROLLE, DANIEL",DEM,NV,Challenger,"$8,131.68 ","$7,873.21 "
"SCHAEFER, J MICHAEL",DEM,NV,Challenger,"$41,501.00 ","$41,501.00 "
"LAUER, ROBERT LELIE",REP,NV,Challenger,$0 ,$0 
"CUNNINGHAM, DAVID ROSS",REP,NV,Challenger,$0 ,$0 
"HOLDER, JESSE JAKE",DEM,NV,Challenger,$0 ,$0 
"SCHOFIELD, JACK",DEM,NV,Challenger,$0 ,$0 
"HELLER, DEAN",REP,NV,Challenger,$0 ,$0 
"LEUTWYLER, BRAD LORD",REP,NV,Challenger,$0 ,$0 
"THOMAS, GLENN",REP,NV,Challenger,$0 ,$0 
"PHILLIPS, SHANNA S",DEM,NV,Challenger,$0 ,$0 
"TATNER, JOSEPH LANCE",REP,NV,Challenger,$0 ,$0 
"FRYE, STEPHEN",DEM,NV,Challenger,$0 ,$0 
"HANING II, JAMES FRANKLIN",DEM,NV,Challenger,$0 ,$0 
"HECK, JOE",REP,NV,Incumbent,"$913,833.70 ","$1,650,202.41 "
"AMODEI, MARK EUGENE",REP,NV,Incumbent,"$870,349.56 ","$920,531.45 "
"HARDY, CRESENT",REP,NV,Incumbent,"$1,892,629.38 ","$1,931,341.23 "
"TITUS, DINA",DEM,NV,Incumbent,"$952,070.38 ","$831,769.50 "
"EDWARDS, CHRISTOPHER",REP,NV,Open seat,$0 ,$0 
"CEGAVSKE, BARBARA",REP,NV,Open seat,$0 ,$0 
"TARKANIAN, DANNY",REP,NV,Open seat,"$2,081,375.71 ","$2,074,061.09 "
"TEIJEIRO, ANNETTE",REP,NV,Open seat,"$150,819.76 ","$146,854.68 "
"ROBERSON, MICHAEL",REP,NV,Open seat,"$977,617.22 ","$977,617.22 "
"MATTHEWS, ANDREW",REP,NV,Open seat,"$255,488.70 ","$255,512.28 "
"SBAIH, JESSE",DEM,NV,Open seat,"$772,671.68 ","$772,671.68 "
"FIORE, MICHELE",REP,NV,Open seat,"$520,944.40 ","$517,827.41 "
"BOWERS, KERRY DALE",REP,NV,Open seat,"$23,463.21 ","$23,449.21 "
"ROSEN, JACKY",DEM,NV,Open seat,"$1,730,753.77 ","$1,715,492.88 "
"SINGER, ALEX CHANNING",DEM,NV,Open seat,"$4,864.97 ","$3,559.88 "
"GRAVES, WILLIAM R",REP,NV,Open seat,$0 ,$0 
"DEMOS, GEORGE",REP,NY,Challenger,$0 ,$0 
"LABATE, STEPHEN A",REP,NY,Challenger,$0 ,"$3,349.69 "
"BECKER, FRANCIS X. JR.",REP,NY,Challenger,$20.65 ,$897.00 
"GRIMM, MICHAEL",REP,NY,Challenger,"$31,588.49 ","$37,630.51 "
"FAULKNER , MICHEL",REP,NY,Challenger,$0 ,$0 
"HAYWORTH, NAN",REP,NY,Challenger,"$20,981.07 ","$140,191.63 "
"OWENS, WILLIAM",DEM,NY,Challenger,$0 ,"$43,260.42 "
"HOFFMAN, DOUGLAS L. MR.",REP,NY,Challenger,$0 ,$0 
"BISHOP, TIMOTHY",DEM,NY,Challenger,"$19,726.14 ","$65,524.09 "
"CROWLEY, ELIZABETH S",DEM,NY,Challenger,$0 ,$0 
"MITTMAN, ROBERT",DEM,NY,Challenger,"$5,000.00 ","$5,000.00 "
"LANCMAN, RORY",WFP,NY,Challenger,"$86,459.28 ","$75,044.36 "
"DILAN, ERIK MARTIN",DEM,NY,Challenger,$670.00 ,"$2,750.00 "
"MADIGAN, MICHAEL H",IND,NY,Challenger,$0 ,$0 
"LALLY, GRANT M",REP,NY,Challenger,$100.00 ,$776.33 
"ACKERMAN, GARY L.",DEM,NY,Challenger,$19.56 ,"$18,920.98 "
"DAY, CHRIS",REP,NY,Challenger,"$6,575.80 ","$15,756.02 "
"SMITH, SCOTT A",NNE,NY,Challenger,$0 ,$0 
"ELDRIDGE, SEAN",DEM,NY,Challenger,"$8,290.64 ","$30,465.83 "
"FISCHER, JAMES M",REP,NY,Challenger,"$20,800.00 ","$17,451.39 "
"FUNICIELLO, MATTHEW J",GRE,NY,Challenger,"$15,063.37 ","$15,013.37 "
"LEMONDES, JOHN",REP,NY,Challenger,$0 ,$193.91 
"WEPPNER, KATHLEEN",REP,NY,Challenger,"$3,279.84 ","$19,964.35 "
"O'DONNELL, JAMES D.",DEM,NY,Challenger,$0 ,$35.97 
"ASSINI, MARK W",REP,NY,Challenger,"$226,761.99 ","$221,477.29 "
"KOLB, BRIAN M",REP,NY,Challenger,$0 ,$0 
"CALONE, DAVID L",OTH,NY,Challenger,"$1,707,348.88 ","$1,524,304.78 "
"THRONE-HOLST, ANNA",DEM,NY,Challenger,"$3,897,881.86 ","$3,869,132.82 "
"GREGORY, DUWAYNE",DEM,NY,Challenger,"$376,956.35 ","$373,519.18 "
"MCCARTHY, CAROLYN",DEM,NY,Challenger,"$1,650.58 ","$138,748.52 "
"SANDERS, JAMES JR",DEM,NY,Challenger,"$73,454.00 ","$42,766.70 "
"MIRZA, ALI A",DEM,NY,Challenger,"$33,097.56 ","$38,973.40 "
"O'REILLY, MICHAEL",REP,NY,Challenger,"$47,458.00 ","$44,037.93 "
"LEE, YUNGMAN F",DEM,NY,Challenger,"$419,868.27 ","$419,868.27 "
"ROSENTHAL, PHILIP JEFFREY DR.",REP,NY,Challenger,"$74,397.61 ","$68,903.04 "
"ROSENBERG, MIKHAIL OLIVER",DEM,NY,Challenger,"$429,359.88 ","$429,315.36 "
"ITKIS, MIKHAIL",NPA,NY,Challenger,"$2,100.00 ",$321.68 
"REICHARD, RICHARD",DEM,NY,Challenger,"$32,149.08 ","$31,961.94 "
"EISENBACH, DAVID",DEM,NY,Challenger,"$16,110.00 ","$14,500.00 "
"LINDNER, PETE",DEM,NY,Challenger,"$6,996.01 ","$18,634.21 "
"SPOTORNO, FRANK",REP,NY,Challenger,"$150,224.10 ","$96,104.15 "
"LAWRENCE, DERICKSON K",DEM,NY,Challenger,"$49,221.21 ","$39,151.30 "
"BROWN, SAKIMA",REP,NY,Challenger,"$140,501.73 ","$122,101.77 "
"CASTRICONE, DAN",REP,NY,Challenger,"$23,635.00 ","$20,789.43 "
"SPAMPINATO, FRANCIS CESIDIO",REP,NY,Challenger,"$73,700.00 ","$37,751.38 "
"DEL VECCHIO, KENNETH",REP,NY,Challenger,"$64,506.68 ","$64,506.68 "
"OLIVA JR, PHIL",REP,NY,Challenger,"$224,658.09 ","$224,130.92 "
"LANGE, JOHN RICHARD",REP,NY,Challenger,"$39,439.76 ","$39,439.76 "
"HIRD, DIANA",DEM,NY,Challenger,"$26,905.84 ","$26,905.84 "
"DERRICK, WILLIAM MIKE",DEM,NY,Challenger,"$1,243,257.67 ","$1,235,847.75 "
"PLUMB, JOHN",DEM,NY,Challenger,"$1,645,756.58 ","$1,643,936.99 "
"KINGSON, ERIC R. MR.",DEM,NY,Challenger,"$310,230.53 ","$309,171.82 "
"DEACON, COLLEEN",DEM,NY,Challenger,"$1,490,226.81 ","$1,485,697.60 "
"WILLIAMS, STEVE",DEM,NY,Challenger,"$329,800.99 ","$329,378.81 "
"MAFFEI, DANIEL BENJAMIN MR.",DEM,NY,Challenger,"$1,127.73 ","$22,418.05 "
"KIRSHNER, BRANDON REID",IND,NY,Challenger,"$9,727.16 ","$8,510.71 "
"LAFALCE, JOHN J",DEM,NY,Challenger,"$14,898.01 ","$69,212.00 "
"MAHER, PATRICIA M",DEM,NY,Challenger,$50.00 ,$50.00 
"KATZ, MELINDA R",DEM,NY,Challenger,"$1,934.95 ","$6,698.99 "
"RECCHIA, DOMENIC M JR",DEM,NY,Challenger,"$17,203.33 ","$25,914.66 "
"OROS, GEORGE",REP,NY,Challenger,$0 ,$0 
"FEINER, PAUL J",DEM,NY,Challenger,$14.50 ,$0 
"BELLAVIA, DAVID GREGORY",REP,NY,Challenger,$0 ,$0 
"BARNETT, ANDRE N",REP,NY,Challenger,$0 ,$0 
"CHOU, EVERGREEN C",GRE,NY,Challenger,$0 ,$0 
"STERLING, JASON",REP,NY,Challenger,$0 ,$0 
"ROBERTSON, MARTHA",DEM,NY,Challenger,$0 ,$0 
"DOBSON, MELISSA K",DEM,NY,Challenger,$0 ,$0 
"BORGOGNONE, ALEASSANDRO",DEM,NY,Challenger,$0 ,$0 
"GOLDUP, TODD FRANCIS",UNK,NY,Challenger,$0 ,$0 
"KINARD, SYLVIA GAIL",DEM,NY,Challenger,$0 ,$0 
"GIULIANO, MICHAEL NEIL",REP,NY,Challenger,$0 ,$0 
"GILLIBRAND, KIRSTEN ELIZABETH MRS.",DEM,NY,Challenger,$0 ,$0 
"WALSH, JAMES T",REP,NY,Challenger,$0 ,$0 
"GARLAND, DAVID PAUL",REP,NY,Challenger,$0 ,$0 
"FALCONE, VIVIANNE C",DEM,NY,Challenger,$0 ,$0 
"GUY, FREDERICK ESQ",REP,NY,Challenger,$0 ,$0 
"BUERKLE, ANN MARIE",REP,NY,Challenger,$0 ,$0 
"LYKES, THELMA",IND,NY,Challenger,$0 ,$0 
"CAVERE, KRISTIA NATALIA",REP,NY,Challenger,$0 ,$0 
"MALONEY, DANIEL P",REP,NY,Challenger,$0 ,$0 
"JOHNSON, JOYCE STANLEY",DEM,NY,Challenger,$0 ,$0 
"SCHMIDT, JOSEPH",REP,NY,Challenger,$0 ,$0 
"BERTAN, PAUL BEERS",REP,NY,Challenger,$0 ,$0 
"BECKER, RICHARD H",DEM,NY,Challenger,$0 ,$0 
"ROMAIN, MARC ALAN",IND,NY,Challenger,$0 ,$0 
"CANTWELL, CHRISTOPHER CHARLES",REP,NY,Challenger,$0 ,$0 
"DIAFERIA, JOSEPH P",GRE,NY,Challenger,$0 ,$0 
"GARCIA, YOLANDA",DEM,NY,Challenger,$0 ,$0 
"BRUMBERG, DAVID RYAN",REP,NY,Challenger,$0 ,$0 
"LALOR, KIERAN MICHAEL",REP,NY,Challenger,$0 ,$0 
"EGRIU, EMIN EDDIE",DEM,NY,Challenger,$0 ,$0 
"GARNER, JAMES A",REP,NY,Challenger,$0 ,$0 
"WILSON, THOMAS",DEM,NY,Challenger,$0 ,$0 
"SCALA, MICHAEL",DEM,NY,Challenger,$0 ,$0 
"BRODY, STUART",DEM,NY,Challenger,$0 ,$0 
"STEINHARDT, ALLEN FRANK",IND,NY,Challenger,$0 ,$0 
"JOHNSON, DAVID M",DEM,NY,Challenger,$0 ,$0 
"SWEENEY, JOHN E.",REP,NY,Challenger,$0 ,$0 
"DECKER, ANDREW MICHAEL",REP,NY,Challenger,$0 ,$0 
"SHEA, SEAN ARTHUR",REP,NY,Challenger,$0 ,$0 
"ROZUM, URSULA ",GRE,NY,Challenger,$0 ,$0 
"MURPHY, BRIANNE-ELISE",DEM,NY,Challenger,$0 ,$0 
"BLANK, ROGER",REP,NY,Challenger,$0 ,$0 
"DEAN, TIMOTHY MICHAEL",IND,NY,Challenger,$0 ,$0 
"MCHALE, MICHAEL J",REP,NY,Challenger,$0 ,$0 
"REYNOLDS, KENNETH ",UNK,NY,Challenger,$0 ,$0 
"CARCIOFOLO, ERIC",DEM,NY,Challenger,$0 ,$0 
"KEOUGH, JAMES PATRICK",DEM,NY,Challenger,$0 ,$0 
"KYRILLIDIS, PAUL",IND,NY,Challenger,$0 ,$0 
"POWELL, KEVIN",DEM,NY,Challenger,$0 ,$0 
"WILLS, RUBEN",DEM,NY,Challenger,$0 ,$0 
"TOLDA, ANTHONY E",REP,NY,Challenger,$0 ,$0 
"SCOZZAFAVA, DIERDRE K",REP,NY,Challenger,$0 ,$0 
"SCHLEY, CRAIG",DEM,NY,Challenger,$0 ,$0 
"ISRAEL, STEVE J.",DEM,NY,Incumbent,"$1,433,658.49 ","$1,993,467.86 "
"SERRANO, JOSE E.",DEM,NY,Incumbent,"$276,468.99 ","$276,835.84 "
"GIBSON, CHRISTOPHER P",REP,NY,Incumbent,$15.00 ,"$203,847.01 "
"REED, THOMAS W II",REP,NY,Incumbent,"$3,120,505.54 ","$3,072,933.93 "
"VELAZQUEZ, NYDIA M",DEM,NY,Incumbent,"$772,106.48 ","$942,899.80 "
"KING, PETER T. HON.",REP,NY,Incumbent,"$1,066,997.59 ","$1,310,730.13 "
"MENG, GRACE",DEM,NY,Incumbent,"$1,257,531.33 ","$829,336.66 "
"JEFFRIES, HAKEEM",DEM,NY,Incumbent,"$1,294,870.12 ","$791,629.45 "
"MALONEY, CAROLYN B.",DEM,NY,Incumbent,"$1,690,309.28 ","$1,709,742.28 "
"NADLER, JERROLD L. MR.",DEM,NY,Incumbent,"$1,611,448.37 ","$1,249,189.56 "
"MALONEY, SEAN PATRICK",DEM,NY,Incumbent,"$3,612,704.66 ","$1,974,901.69 "
"RICE, KATHLEEN",DEM,NY,Incumbent,"$2,119,648.91 ","$1,662,475.22 "
"CLARKE, YVETTE D",DEM,NY,Incumbent,"$685,410.46 ","$719,156.42 "
"STEFANIK, ELISE M.",REP,NY,Incumbent,"$3,150,716.49 ","$2,631,084.99 "
"KATKO, JOHN M",REP,NY,Incumbent,"$2,703,779.53 ","$2,431,861.59 "
"HIGGINS, BRIAN",DEM,NY,Incumbent,"$792,629.52 ","$617,043.91 "
"SLAUGHTER, LOUISE M",DEM,NY,Incumbent,"$1,421,769.16 ","$1,614,652.78 "
"DONOVAN, DAN",REP,NY,Incumbent,"$1,993,452.67 ","$1,807,089.33 "
"RANGEL, CHARLES B",DEM,NY,Incumbent,"$255,291.50 ","$201,717.60 "
"ZELDIN, LEE M",REP,NY,Incumbent,"$4,412,494.79 ","$4,086,326.31 "
"MEEKS, GREGORY W.",DEM,NY,Incumbent,"$990,039.17 ","$1,031,865.64 "
"CROWLEY, JOSEPH",DEM,NY,Incumbent,"$3,023,443.91 ","$3,135,513.46 "
"ENGEL, ELIOT L. REP.",DEM,NY,Incumbent,"$1,650,684.82 ","$1,223,216.42 "
"LOWEY, NITA M",DEM,NY,Incumbent,"$1,711,257.50 ","$1,260,912.01 "
"TONKO, PAUL DAVID",DEM,NY,Incumbent,"$1,155,680.62 ","$1,020,207.57 "
"HANNA, RICHARD L.",REP,NY,Incumbent,"$346,242.02 ","$433,564.58 "
"COLLINS, CHRISTOPHER C",REP,NY,Incumbent,"$1,173,542.34 ","$1,085,159.37 "
"SCATURRO, FRANK MR.",REP,NY,Open seat,"$24,576.52 ","$26,714.27 "
"DOHENY, MATTHEW A",REP,NY,Open seat,"$30,500.00 ","$31,389.08 "
"WEPRIN, DAVID I",DEM,NY,Open seat,$0 ,"$6,900.00 "
"ESPAILLAT, ADRIANO",DEM,NY,Open seat,"$841,650.23 ","$792,943.85 "
"WILLIAMS, CLYDE EDWARD JR",DEM,NY,Open seat,"$527,951.27 ","$527,951.27 "
